Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category
2017,2013,2493,Gilmore City-Bradgate,,,,Not Reportable
2010,2006,2781,Hampton-Dumont,85,92,92.40,90.1 - 100%
2012,2008,7098,Woodbury Central,45,47,95.70,90.1 - 100%
2017,2013,4788,Northwood-Kensett,36,41,87.80,80.1 - 90%
2011,2007,2466,Gilbert,74,80,92.50,90.1 - 100%
2012,2008,5166,Pella,145,150,96.70,90.1 - 100%
2011,2007,5895,Seymour,12,12,100.00,90.1 - 100%
2011,2007,4777,North Linn,53,61,86.90,80.1 - 90%
2013,2009,4776,North Mahaska,40,46,87.00,80.1 - 90%
2016,2012,0279,Aplington-Parkersburg,73,77,94.80,90.1 - 100%
2010,2006,1278,Clinton,270,342,79.00,70.1 - 80%
2009,2005,4581,Muscatine,332,446,74.40,70.1 - 80%
2010,2006,1611,Davenport,860,1083,79.40,70.1 - 80%
2012,2008,0126,Algona,111,119,93.30,90.1 - 100%
2015,2011,6093,Solon,103,109,94.50,90.1 - 100%
2017,2013,1701,Denison,162,182,89.00,80.1 - 90%
2017,2013,1062,Center Point-Urbana,89,93,95.70,90.1 - 100%
2009,2005,6100,South Winneshiek,55,59,93.20,90.1 - 100%
2015,2011,7092,Woodbine,26,27,96.30,90.1 - 100%
2012,2008,3141,Iowa City,706,793,89.00,80.1 - 90%
2014,2010,5877,Sergeant Bluff-Luton,106,110,96.40,90.1 - 100%
2017,2013,2772,Hamburg,,,,Not Reportable
2011,2007,2322,Fort Madison,156,182,85.70,80.1 - 90%
2013,2009,4203,Mediapolis,78,85,91.80,90.1 - 100%
2013,2009,0234,Anamosa,112,123,91.10,90.1 - 100%
2017,2013,3465,Lamoni,13,14,92.90,90.1 - 100%
2017,2013,1221,Clear Creek Amana,131,155,84.50,80.1 - 90%
2010,2006,1701,Denison,171,198,86.40,80.1 - 90%
2009,2005,1791,Dike-New Hartford,76,77,98.70,90.1 - 100%
2011,2007,1791,Dike-New Hartford,50,53,94.30,90.1 - 100%
2017,2013,0018,Adair-Casey,,,,Not Reportable
2011,2007,0882,Burlington,246,324,75.90,70.1 - 80%
2010,2006,6534,Underwood,53,58,91.40,90.1 - 100%
2016,2012,3141,Iowa City,840,895,93.90,90.1 - 100%
2013,2009,0387,Atlantic,82,92,89.10,80.1 - 90%
2011,2007,5486,Remsen-Union,27,29,93.10,90.1 - 100%
2016,2012,1206,Clarion-Goldfield-Dows,51,54,94.40,90.1 - 100%
2011,2007,5049,Ottumwa,281,352,79.80,70.1 - 80%
2013,2009,7092,Woodbine,33,36,91.70,90.1 - 100%
2014,2010,6921,West Bend-Mallard,24,25,96.00,90.1 - 100%
2014,2010,2466,Gilbert,76,79,96.20,90.1 - 100%
2015,2011,6462,Tri-County,12,13,92.30,90.1 - 100%
2017,2013,3141,Iowa City,841,932,90.20,90.1 - 100%
2012,2008,2709,Grinnell-Newburg,119,131,90.80,90.1 - 100%
2011,2007,1080,Central,38,39,97.40,90.1 - 100%
2012,2008,3816,Lone Tree,27,28,96.40,90.1 - 100%
2017,2013,0009,AGWSR,36,39,92.30,90.1 - 100%
2013,2009,0540,BCLUW,48,50,96.00,90.1 - 100%
2010,2006,6943,West Central,21,22,95.50,90.1 - 100%
2017,2013,4419,MFL MarMac,50,50,100.00,90.1 - 100%
2009,2005,2376,Galva-Holstein,41,44,93.20,90.1 - 100%
2012,2008,4995,Osage,77,79,97.50,90.1 - 100%
2013,2009,6950,West Delaware County,123,129,95.40,90.1 - 100%
2009,2005,6987,West Monona,34,40,85.00,80.1 - 90%
2013,2009,3114,Indianola,236,247,95.60,90.1 - 100%
2011,2007,2682,GMG,39,42,92.90,90.1 - 100%
2017,2013,2097,English Valleys,36,38,94.70,90.1 - 100%
2015,2011,3312,Keokuk,144,158,91.10,90.1 - 100%
2009,2005,6975,West Liberty,97,111,87.40,80.1 - 90%
2009,2005,3330,Keota,33,35,94.30,90.1 - 100%
2017,2013,1975,River Valley,24,24,100.00,90.1 - 100%
2016,2012,6651,Villisca,,,,Not Reportable
2013,2009,6591,Valley,43,46,93.50,90.1 - 100%
2014,2010,0540,BCLUW,45,49,91.80,90.1 - 100%
2013,2009,1701,Denison,171,197,86.80,80.1 - 90%
2009,2005,6534,Underwood,69,72,95.80,90.1 - 100%
2011,2007,0621,Bettendorf,327,349,93.70,90.1 - 100%
2011,2007,0387,Atlantic,107,121,88.40,80.1 - 90%
2011,2007,3195,Jefferson-Scranton,81,93,87.10,80.1 - 90%
2015,2011,1211,Clarke,65,71,91.60,90.1 - 100%
2016,2012,6095,South Hamilton,50,52,96.20,90.1 - 100%
2015,2011,4774,North Fayette,91,93,97.90,90.1 - 100%
2014,2010,1972,Eastern Allamakee,41,41,100.00,90.1 - 100%
2016,2012,6768,Washington,98,112,87.50,80.1 - 90%
2013,2009,0585,Bellevue,48,50,96.00,90.1 - 100%
2015,2011,1619,Davis County,79,88,89.80,80.1 - 90%
2014,2010,6101,Southeast Polk,459,473,97.00,90.1 - 100%
2012,2008,3537,Laurens-Marathon,20,24,83.30,80.1 - 90%
2012,2008,5256,Pleasantville,53,54,98.20,90.1 - 100%
2013,2009,6093,Solon,93,101,92.10,90.1 - 100%
2011,2007,4104,Marshalltown,280,362,77.30,70.1 - 80%
2010,2006,2097,English Valleys,33,42,78.60,70.1 - 80%
2010,2006,5607,Rock Valley,41,43,95.40,90.1 - 100%
2010,2006,3195,Jefferson-Scranton,89,96,92.70,90.1 - 100%
2009,2005,1413,Coon Rapids-Bayard,37,39,94.90,90.1 - 100%
2011,2007,6462,Tri-County,28,30,93.30,90.1 - 100%
2009,2005,2862,Hartley-Melvin-Sanborn,53,55,96.40,90.1 - 100%
2014,2010,7002,Whiting,15,15,100.00,90.1 - 100%
2017,2013,0819,West Hancock,42,45,93.30,90.1 - 100%
2015,2011,2718,Griswold,48,49,98.00,90.1 - 100%
2009,2005,6633,Ventura,27,28,96.40,90.1 - 100%
2011,2007,3537,Laurens-Marathon,41,46,89.10,80.1 - 90%
2017,2013,3231,Johnston,476,493,96.60,90.1 - 100%
2015,2011,1218,Clay Central-Everly,24,25,96.00,90.1 - 100%
2009,2005,2151,Exira,19,20,95.00,90.1 - 100%
2012,2008,1619,Davis County,90,94,95.70,90.1 - 100%
2011,2007,2556,Graettinger-Terril,23,24,95.80,90.1 - 100%
2011,2007,6453,Treynor,48,52,92.30,90.1 - 100%
2012,2008,6003,Sidney,29,29,100.00,90.1 - 100%
2014,2010,6100,South Winneshiek,67,69,97.10,90.1 - 100%
2010,2006,1332,Colfax-Mingo,60,64,93.80,90.1 - 100%
2015,2011,0720,Bondurant-Farrar,88,94,93.60,90.1 - 100%
2009,2005,3114,Indianola,260,272,95.60,90.1 - 100%
2014,2010,3119,Interstate 35,62,65,95.40,90.1 - 100%
2017,2013,2457,George-Little Rock,34,38,89.50,80.1 - 90%
2016,2012,6930,West Branch,56,59,94.90,90.1 - 100%
2012,2008,1332,Colfax-Mingo,66,72,91.70,90.1 - 100%
2009,2005,3555,Lawton-Bronson,37,39,94.90,90.1 - 100%
2017,2013,4131,Mason City,223,251,88.80,80.1 - 90%
2011,2007,5166,Pella,179,187,95.70,90.1 - 100%
2012,2008,0261,Ankeny,478,515,92.80,90.1 - 100%
2010,2006,1233,Clear Lake,93,105,88.60,80.1 - 90%
2014,2010,5895,Seymour,13,13,100.00,90.1 - 100%
2010,2006,0882,Burlington,219,289,75.80,70.1 - 80%
2010,2006,2113,Essex,14,15,93.30,90.1 - 100%
2015,2011,5049,Ottumwa,276,325,84.90,80.1 - 90%
2013,2009,6462,Tri-County,18,20,90.00,80.1 - 90%
2011,2007,1476,Council Bluffs,527,667,79.00,70.1 - 80%
2016,2012,4774,North Fayette,77,77,100.00,90.1 - 100%
2009,2005,1989,Edgewood-Colesburg,48,49,98.00,90.1 - 100%
2009,2005,7029,Williamsburg,93,99,93.90,90.1 - 100%
2012,2008,1944,Eagle Grove,46,55,83.60,80.1 - 90%
2011,2007,3141,Iowa City,681,773,88.10,80.1 - 90%
2012,2008,0504,Battle Creek-Ida Grove,72,73,98.60,90.1 - 100%
2012,2008,4784,North Scott,169,205,82.40,80.1 - 90%
2012,2008,6592,Van Buren,53,62,85.50,80.1 - 90%
2012,2008,4104,Marshalltown,312,367,85.00,80.1 - 90%
2013,2009,5160,PCM,64,66,97.00,90.1 - 100%
2013,2009,4271,Mid-Prairie,68,86,79.10,70.1 - 80%
2016,2012,2766,H-L-V,29,29,100.00,90.1 - 100%
2017,2013,2709,Grinnell-Newburg,97,110,88.20,80.1 - 90%
2011,2007,3330,Keota,33,34,97.10,90.1 - 100%
2010,2006,4104,Marshalltown,292,362,80.70,80.1 - 90%
2010,2006,7038,Wilton,73,80,91.30,90.1 - 100%
2017,2013,1080,Central,29,29,100.00,90.1 - 100%
2010,2006,6854,Wayne,41,41,100.00,90.1 - 100%
2009,2005,1701,Denison,178,227,78.40,70.1 - 80%
2014,2010,2205,Farragut,17,20,85.00,80.1 - 90%
2012,2008,0018,Adair-Casey,18,19,94.70,90.1 - 100%
2014,2010,4599,Nashua-Plainfield,47,52,90.40,90.1 - 100%
2014,2010,6096,Southeast Webster Grand,37,39,94.90,90.1 - 100%
2017,2013,1965,Easton Valley,42,49,85.70,80.1 - 90%
2010,2006,3150,Iowa Falls,96,107,89.70,80.1 - 90%
2011,2007,5994,Sibley-Ocheyedan,69,71,97.20,90.1 - 100%
2017,2013,0333,North Union,49,49,100.00,90.1 - 100%
2016,2012,6985,West Marshall,55,55,100.00,90.1 - 100%
2013,2009,2718,Griswold,42,45,93.30,90.1 - 100%
2017,2013,6534,Underwood,61,62,98.40,90.1 - 100%
2015,2011,0594,Belmond-Klemme,48,50,96.00,90.1 - 100%
2010,2006,2727,Grundy Center,55,58,94.80,90.1 - 100%
2016,2012,0657,Eddyville-Blakesburg- Fremont,45,52,86.50,80.1 - 90%
2017,2013,0981,Carlisle,128,136,94.10,90.1 - 100%
2015,2011,2466,Gilbert,99,101,98.00,90.1 - 100%
2016,2012,4773,Northeast,73,75,97.30,90.1 - 100%
2015,2011,1082,Central DeWitt,103,112,92.00,90.1 - 100%
2009,2005,3186,Janesville,21,22,95.50,90.1 - 100%
2013,2009,7098,Woodbury Central,43,44,97.70,90.1 - 100%
2017,2013,6660,Vinton-Shellsburg,92,108,85.20,80.1 - 90%
2017,2013,6091,South Central Calhoun,63,63,100.00,90.1 - 100%
2015,2011,5697,Rudd-Rockford-Marble Rk,36,36,100.00,90.1 - 100%
2017,2013,0135,Allamakee,98,100,98.00,90.1 - 100%
2016,2012,4662,New Hampton,76,83,91.60,90.1 - 100%
2014,2010,6983,West Lyon,51,53,96.20,90.1 - 100%
2016,2012,6101,Southeast Polk,524,539,97.20,90.1 - 100%
2013,2009,6453,Treynor,54,54,100.00,90.1 - 100%
2017,2013,1611,Davenport,907,1091,83.10,80.1 - 90%
2015,2011,5163,Pekin,49,56,87.50,80.1 - 90%
2017,2013,5160,PCM,73,74,98.70,90.1 - 100%
2013,2009,6957,West Des Moines,575,635,90.60,90.1 - 100%
2012,2008,6264,West Central Valley,59,60,98.30,90.1 - 100%
2016,2012,5805,Saydel,101,109,92.70,90.1 - 100%
2014,2010,2403,Garner-Hayfield,94,98,95.90,90.1 - 100%
2014,2010,6943,West Central,28,29,96.60,90.1 - 100%
2012,2008,6983,West Lyon,56,60,93.30,90.1 - 100%
2010,2006,0513,Baxter,33,34,97.10,90.1 - 100%
2016,2012,5310,Postville,29,32,90.60,90.1 - 100%
2011,2007,4518,Moulton-Udell,22,23,95.70,90.1 - 100%
2011,2007,2673,Nodaway Valley,49,50,98.00,90.1 - 100%
2015,2011,6762,Wapsie Valley,35,35,100.00,90.1 - 100%
2012,2008,0657,Eddyville-Blakesburg,61,65,93.90,90.1 - 100%
2015,2011,4775,Northeast Hamilton,14,14,100.00,90.1 - 100%
2012,2008,6615,Van Meter,44,46,95.70,90.1 - 100%
2015,2011,1431,Corning,53,55,96.40,90.1 - 100%
2009,2005,6039,Sioux City,776,980,79.20,70.1 - 80%
2013,2009,4122,Martensdale-St Marys,41,41,100.00,90.1 - 100%
2009,2005,4203,Mediapolis,72,81,88.90,80.1 - 90%
2014,2010,4437,Montezuma,40,41,97.60,90.1 - 100%
2012,2008,5463,Red Oak,77,83,92.80,90.1 - 100%
2009,2005,2834,Harmony,29,34,85.30,80.1 - 90%
2014,2010,4033,Maple Valley-Anthon Oto,61,64,95.30,90.1 - 100%
2017,2013,4774,North Fayette,78,81,96.30,90.1 - 100%
2017,2013,6509,Turkey Valley,35,36,97.20,90.1 - 100%
2016,2012,2988,Hinton,58,59,98.30,90.1 - 100%
2010,2006,1197,Clarinda,92,96,95.80,90.1 - 100%
2015,2011,2088,Emmetsburg,45,50,90.00,80.1 - 90%
2013,2009,1972,Eastern Allamakee,32,32,100.00,90.1 - 100%
2017,2013,6039,Sioux City,805,960,83.90,80.1 - 90%
2012,2008,6937,West Burlington,44,45,97.80,90.1 - 100%
2013,2009,4581,Muscatine,291,380,76.60,70.1 - 80%
2009,2005,1278,Clinton,225,292,77.10,70.1 - 80%
2015,2011,4086,Marion Independent,146,155,94.20,90.1 - 100%
2016,2012,5256,Pleasantville,53,56,94.60,90.1 - 100%
2017,2013,6096,Southeast Webster Grand,,,,Not Reportable
2013,2009,6768,Washington,103,120,85.80,80.1 - 90%
2014,2010,2151,Exira-Elk Horn-Kimballton,37,38,97.40,90.1 - 100%
2010,2006,1963,East Buchanan,42,43,97.70,90.1 - 100%
2012,2008,4509,Morning Sun,6,11,54.60,50.1 - 60%
2011,2007,1953,Earlham,51,53,96.20,90.1 - 100%
2014,2010,0981,Carlisle,125,134,93.30,90.1 - 100%
2015,2011,2097,English Valleys,36,37,97.30,90.1 - 100%
2011,2007,6768,Washington,107,120,89.20,80.1 - 90%
2009,2005,5463,Red Oak,69,85,81.20,80.1 - 90%
2012,2008,4788,Northwood-Kensett,43,45,95.60,90.1 - 100%
2014,2010,1863,Dubuque,710,776,91.50,90.1 - 100%
2010,2006,2988,Hinton,47,47,100.00,90.1 - 100%
2014,2010,3375,Knoxville,131,141,92.90,90.1 - 100%
2016,2012,3816,Lone Tree,27,28,96.40,90.1 - 100%
2009,2005,7056,Winterset,140,143,97.90,90.1 - 100%
2015,2011,7038,Wilton,43,46,93.50,90.1 - 100%
2011,2007,3906,Lynnville-Sully,43,44,97.70,90.1 - 100%
2015,2011,6097,South Page,12,12,100.00,90.1 - 100%
2010,2006,5139,Paton-Churdan,,,,Not Reportable
2015,2011,2834,Harmony,18,19,94.70,90.1 - 100%
2012,2008,1431,Corning,46,46,100.00,90.1 - 100%
2009,2005,1926,Durant,43,48,89.60,80.1 - 90%
2014,2010,2826,Harlan,120,129,93.00,90.1 - 100%
2013,2009,2709,Grinnell-Newburg,122,129,94.60,90.1 - 100%
2010,2006,6175,Starmont,47,51,92.20,90.1 - 100%
2016,2012,1953,Earlham,43,44,97.70,90.1 - 100%
2012,2008,6093,Solon,89,93,95.70,90.1 - 100%
2016,2012,0916,CAL,14,14,100.00,90.1 - 100%
2011,2007,3042,Hudson,62,62,100.00,90.1 - 100%
2016,2012,6592,Van Buren,39,42,92.90,90.1 - 100%
2016,2012,4419,MFL MarMac,66,70,94.30,90.1 - 100%
2017,2013,5310,Postville,44,52,84.60,80.1 - 90%
2017,2013,1071,Centerville,75,86,87.20,80.1 - 90%
2016,2012,5325,Prairie Valley,73,74,98.70,90.1 - 100%
2009,2005,4149,MOC-Floyd Valley,92,98,93.90,90.1 - 100%
2011,2007,0513,Baxter,33,36,91.70,90.1 - 100%
2013,2009,5949,Sheldon,64,70,91.40,90.1 - 100%
2015,2011,1782,Diagonal,9,10,90.00,80.1 - 90%
2014,2010,4356,Missouri Valley,62,70,88.60,80.1 - 90%
2010,2006,0414,Audubon,59,62,95.20,90.1 - 100%
2009,2005,0009,AGWSR,42,46,91.30,90.1 - 100%
2014,2010,4774,North Fayette,79,81,97.50,90.1 - 100%
2014,2010,7098,Woodbury Central,53,55,96.40,90.1 - 100%
2010,2006,1863,Dubuque,734,827,88.80,80.1 - 90%
2012,2008,6462,Tri-County,23,24,95.80,90.1 - 100%
2012,2008,6660,Vinton-Shellsburg,109,129,84.50,80.1 - 90%
2011,2007,6759,Wapello,40,47,85.10,80.1 - 90%
2016,2012,6273,Sumner-Fredericksburg,60,60,100.00,90.1 - 100%
2012,2008,6453,Treynor,34,37,91.90,90.1 - 100%
2014,2010,1211,Clarke,83,88,94.30,90.1 - 100%
2009,2005,5607,Rock Valley,43,46,93.50,90.1 - 100%
2015,2011,3105,Independence,91,99,91.90,90.1 - 100%
2015,2011,7002,Whiting,,,,Not Reportable
2010,2006,2088,Emmetsburg,64,69,92.80,90.1 - 100%
2017,2013,3691,North Cedar,60,68,88.20,80.1 - 90%
2013,2009,6039,Sioux City,783,899,87.10,80.1 - 90%
2010,2006,5121,Panorama,53,56,94.60,90.1 - 100%
2010,2006,6700,Waco,40,44,90.90,90.1 - 100%
2012,2008,3195,Jefferson-Scranton,84,89,94.40,90.1 - 100%
2013,2009,2511,Glenwood,141,151,93.40,90.1 - 100%
2016,2012,3375,Knoxville,128,136,94.10,90.1 - 100%
2017,2013,6012,Sigourney,33,39,84.60,80.1 - 90%
2014,2010,4784,North Scott,185,209,88.50,80.1 - 90%
2016,2012,4797,Norwalk,210,219,95.90,90.1 - 100%
2009,2005,1975,River Valley,35,43,81.40,80.1 - 90%
2016,2012,6035,Sioux Central,38,40,95.00,90.1 - 100%
2014,2010,4773,Northeast,72,77,93.50,90.1 - 100%
2011,2007,7092,Woodbine,26,30,86.70,80.1 - 90%
2017,2013,6987,West Monona,40,48,83.30,80.1 - 90%
2017,2013,2088,Emmetsburg,55,60,91.70,90.1 - 100%
2012,2008,6471,Tripoli,36,38,94.70,90.1 - 100%
2009,2005,0252,Anita,36,38,94.70,90.1 - 100%
2015,2011,1970,East Union,19,20,95.00,90.1 - 100%
2010,2006,1791,Dike-New Hartford,66,68,97.10,90.1 - 100%
2009,2005,1611,Davenport,852,1123,75.90,70.1 - 80%
2015,2011,1972,Eastern Allamakee,30,30,100.00,90.1 - 100%
2015,2011,4869,Oelwein,102,111,91.90,90.1 - 100%
2011,2007,4778,North Kossuth,26,27,96.30,90.1 - 100%
2016,2012,2313,Fort Dodge,222,264,84.10,80.1 - 90%
2015,2011,3645,Lewis Central,195,212,92.00,90.1 - 100%
2016,2012,7047,Winfield-Mt Union,32,36,88.90,80.1 - 90%
2017,2013,4023,Manson Northwest Webster,43,43,100.00,90.1 - 100%
2011,2007,1963,East Buchanan,42,45,93.30,90.1 - 100%
2017,2013,6957,West Des Moines,625,666,93.80,90.1 - 100%
2010,2006,1095,Central Lyon,60,60,100.00,90.1 - 100%
2009,2005,5510,Riverside,59,65,90.80,90.1 - 100%
2009,2005,0882,Burlington,229,302,75.80,70.1 - 80%
2009,2005,6660,Vinton-Shellsburg,110,152,72.40,70.1 - 80%
2015,2011,1093,Central Decatur,55,58,94.80,90.1 - 100%
2010,2006,5949,Sheldon,81,90,90.00,80.1 - 90%
2012,2008,0009,AGWSR,41,41,100.00,90.1 - 100%
2015,2011,5166,Pella,134,140,95.70,90.1 - 100%
2014,2010,2295,Forest City,77,83,92.80,90.1 - 100%
2010,2006,6408,Tipton,63,67,94.00,90.1 - 100%
2015,2011,4505,Mormon Trail,17,18,94.40,90.1 - 100%
2014,2010,6854,Wayne,41,43,95.40,90.1 - 100%
2009,2005,4890,Okoboji,72,79,91.10,90.1 - 100%
2017,2013,0576,Belle Plaine,28,32,87.50,80.1 - 90%
2013,2009,1044,Cedar Falls,348,362,96.10,90.1 - 100%
2012,2008,2016,Elk Horn-Kimballton,35,35,100.00,90.1 - 100%
2010,2006,6512,Twin Cedars,29,30,96.70,90.1 - 100%
2013,2009,4572,Murray,25,25,100.00,90.1 - 100%
2015,2011,0747,Boyden-Hull,51,54,94.40,90.1 - 100%
2016,2012,4212,Melcher-Dallas,15,18,83.30,80.1 - 90%
2010,2006,4271,Mid-Prairie,77,94,81.90,80.1 - 90%
2012,2008,5697,Rudd-Rockford-Marble Rk,40,40,100.00,90.1 - 100%
2017,2013,1782,Diagonal,,,,Not Reportable
2012,2008,6985,West Marshall,69,72,95.80,90.1 - 100%
2015,2011,0981,Carlisle,143,146,98.00,90.1 - 100%
2012,2008,6961,Western Dubuque,225,233,96.60,90.1 - 100%
2009,2005,2664,Greene,49,54,90.70,90.1 - 100%
2010,2006,5283,Pocahontas Area,73,76,96.10,90.1 - 100%
2016,2012,4978,Orient-Macksburg,10,11,90.90,90.1 - 100%
2015,2011,4725,Newton,195,207,94.20,90.1 - 100%
2013,2009,1089,Central City,30,33,90.90,90.1 - 100%
2011,2007,1071,Centerville,97,116,83.60,80.1 - 90%
2012,2008,6921,West Bend-Mallard,28,28,100.00,90.1 - 100%
2013,2009,5751,St Ansgar,54,55,98.20,90.1 - 100%
2011,2007,4554,Mount Vernon,95,102,93.10,90.1 - 100%
2012,2008,0981,Carlisle,131,143,91.60,90.1 - 100%
2009,2005,0549,Bedford,38,39,97.40,90.1 - 100%
2009,2005,4797,Norwalk,190,218,87.20,80.1 - 90%
2011,2007,1917,Boyer Valley,35,44,79.60,70.1 - 80%
2014,2010,2113,Essex,25,26,96.20,90.1 - 100%
2010,2006,0126,Algona,105,116,90.50,90.1 - 100%
2015,2011,3150,Iowa Falls,89,99,89.90,80.1 - 90%
2009,2005,2781,Hampton-Dumont,84,98,85.70,80.1 - 90%
2015,2011,1107,Chariton,99,102,97.10,90.1 - 100%
2014,2010,0063,Akron Westfield,34,35,97.10,90.1 - 100%
2013,2009,5510,Riverside,43,45,95.60,90.1 - 100%
2009,2005,0126,Algona,87,102,85.30,80.1 - 90%
2012,2008,1062,Center Point-Urbana,84,91,92.30,90.1 - 100%
2014,2010,3348,Kingsley-Pierson,32,32,100.00,90.1 - 100%
2009,2005,0234,Anamosa,109,118,92.40,90.1 - 100%
2012,2008,4212,Melcher-Dallas,15,17,88.20,80.1 - 90%
2011,2007,3744,Lisbon,44,45,97.80,90.1 - 100%
2012,2008,4149,MOC-Floyd Valley,104,106,98.10,90.1 - 100%
2015,2011,0504,Battle Creek-Ida Grove,74,76,97.40,90.1 - 100%
2017,2013,2113,Essex,27,29,93.10,90.1 - 100%
2009,2005,4041,Maquoketa,114,129,88.40,80.1 - 90%
2015,2011,4419,MFL MarMac,49,50,98.00,90.1 - 100%
2013,2009,1053,Cedar Rapids,946,1169,80.90,80.1 - 90%
2016,2012,0099,Alburnett,44,48,91.70,90.1 - 100%
2013,2009,2834,Harmony,19,22,86.40,80.1 - 90%
2011,2007,3600,Le Mars,171,181,94.50,90.1 - 100%
2012,2008,3060,Humboldt,97,105,92.40,90.1 - 100%
2013,2009,0261,Ankeny,473,510,92.80,90.1 - 100%
2015,2011,4554,Mount Vernon,67,71,94.40,90.1 - 100%
2009,2005,0225,Ames,323,354,91.20,90.1 - 100%
2013,2009,6762,Wapsie Valley,42,43,97.70,90.1 - 100%
2016,2012,3798,Logan-Magnolia,42,44,95.50,90.1 - 100%
2012,2008,4772,Central Springs,38,40,95.00,90.1 - 100%
2010,2006,7047,Winfield-Mt Union,25,26,96.20,90.1 - 100%
2009,2005,3231,Johnston,350,384,91.20,90.1 - 100%
2013,2009,6138,Springville,25,26,96.20,90.1 - 100%
2016,2012,5139,Paton-Churdan,13,13,100.00,90.1 - 100%
2013,2009,6795,Waterloo,446,633,70.50,70.1 - 80%
2017,2013,3119,Interstate 35,52,55,94.60,90.1 - 100%
2013,2009,6840,Waverly-Shell Rock,163,170,95.90,90.1 - 100%
2013,2009,6990,West Sioux,40,44,90.90,90.1 - 100%
2015,2011,1719,Denver,42,43,97.70,90.1 - 100%
2015,2011,2322,Fort Madison,117,135,86.70,80.1 - 90%
2017,2013,5994,Sibley-Ocheyedan,52,58,89.70,80.1 - 90%
2016,2012,4869,Oelwein,76,84,90.50,90.1 - 100%
2016,2012,0819,West Hancock,36,42,85.70,80.1 - 90%
2016,2012,4043,Maquoketa Valley,57,57,100.00,90.1 - 100%
2016,2012,1675,Delwood,,,,Not Reportable
2009,2005,6175,Starmont,59,64,92.20,90.1 - 100%
2016,2012,1972,Eastern Allamakee,25,26,96.20,90.1 - 100%
2013,2009,4785,North Tama County,45,46,97.80,90.1 - 100%
2009,2005,5163,Pekin,53,59,89.80,80.1 - 90%
2012,2008,0914,CAM,24,25,96.00,90.1 - 100%
2015,2011,3060,Humboldt,109,121,90.10,90.1 - 100%
2017,2013,2673,Nodaway Valley,52,53,98.10,90.1 - 100%
2011,2007,0009,AGWSR,50,51,98.00,90.1 - 100%
2009,2005,0729,Boone,188,212,88.70,80.1 - 90%
2016,2012,0072,Albert City-Truesdale,,,,Not Reportable
2010,2006,4878,Ogden,53,57,93.00,90.1 - 100%
2011,2007,0234,Anamosa,99,108,91.70,90.1 - 100%
2009,2005,2369,Fremont-Mills,44,48,91.70,90.1 - 100%
2013,2009,4536,Mount Pleasant,143,169,84.60,80.1 - 90%
2013,2009,4995,Osage,57,60,95.00,90.1 - 100%
2016,2012,6615,Van Meter,58,60,96.70,90.1 - 100%
2016,2012,6975,West Liberty,71,75,94.70,90.1 - 100%
2012,2008,1975,River Valley,34,35,97.10,90.1 - 100%
2015,2011,5510,Riverside,44,45,97.80,90.1 - 100%
2014,2010,1476,Council Bluffs,486,569,85.40,80.1 - 90%
2011,2007,6750,Walnut,12,12,100.00,90.1 - 100%
2010,2006,7083,Woden-Crystal Lake,17,19,89.50,80.1 - 90%
2017,2013,4599,Nashua-Plainfield,32,33,97.00,90.1 - 100%
2010,2006,4572,Murray,24,24,100.00,90.1 - 100%
2013,2009,0018,Adair-Casey,30,30,100.00,90.1 - 100%
2014,2010,4995,Osage,78,80,97.50,90.1 - 100%
2016,2012,0609,Benton,95,104,91.40,90.1 - 100%
2013,2009,4419,MFL MarMac,56,59,94.90,90.1 - 100%
2009,2005,4104,Marshalltown,271,354,76.60,70.1 - 80%
2012,2008,3168,IKM-Manning,54,56,96.40,90.1 - 100%
2011,2007,3978,Malvern,28,31,90.30,90.1 - 100%
2009,2005,0333,Armstrong-Ringsted,19,23,82.60,80.1 - 90%
2009,2005,7092,Woodbine,33,35,94.30,90.1 - 100%
2015,2011,5877,Sergeant Bluff-Luton,112,116,96.60,90.1 - 100%
2013,2009,5184,Perry,117,126,92.90,90.1 - 100%
2013,2009,4149,MOC-Floyd Valley,98,101,97.00,90.1 - 100%
2017,2013,6651,Villisca,,,,Not Reportable
2016,2012,6175,Starmont,35,37,94.60,90.1 - 100%
2011,2007,7098,Woodbury Central,44,44,100.00,90.1 - 100%
2009,2005,0063,Akron Westfield,43,49,87.80,80.1 - 90%
2010,2006,0918,Calamus-Wheatland,32,34,94.10,90.1 - 100%
2017,2013,0099,Alburnett,37,39,94.90,90.1 - 100%
2015,2011,3119,Interstate 35,65,67,97.00,90.1 - 100%
2017,2013,0720,Bondurant-Farrar,120,127,94.50,90.1 - 100%
2010,2006,0279,Aplington-Parkersburg,54,57,94.70,90.1 - 100%
2011,2007,6985,West Marshall,65,70,92.90,90.1 - 100%
2009,2005,6030,Sioux Center,74,82,90.20,90.1 - 100%
2013,2009,0009,AGWSR,51,51,100.00,90.1 - 100%
2014,2010,5486,Remsen-Union,29,30,96.70,90.1 - 100%
2014,2010,0171,Alta,40,40,100.00,90.1 - 100%
2016,2012,3645,Lewis Central,219,236,92.80,90.1 - 100%
2016,2012,7092,Woodbine,25,25,100.00,90.1 - 100%
2009,2005,5139,Paton-Churdan,,,,Not Reportable
2012,2008,6579,Urbandale,256,267,95.90,90.1 - 100%
